suspected_spell_err,num_first_person_use,num_third_person_use,mention_of_emotion,mention_of_substance,mention_of_manic,mention_of_crime,mention_of_selfharm,mention_of_hospitalization,mention_of_societal,mention_of_therapy,mention_of_violence,mention_of_isolation,label
4,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,1,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,1,0,0,0,0,2,0,0,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,3,0,0,2,0,0,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,1,0
20,3,0,1,0,0,0,5,2,0,0,1,0,1
24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,4,0,0,0,1,0,0,0,1,2,1
6,0,0,2,0,0,0,3,0,0,0,2,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1,0,0,0,0,0,1
12,0,0,1,0,0,0,1,0,0,3,0,0,1
3,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,0,0,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,5,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,1,0,0,0
23,1,1,2,0,1,0,2,0,1,0,0,0,1
4,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,1,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,1,0,0,0,0,0,0,0,0,0,0,0
10,0,1,1,0,0,0,0,0,0,1,0,0,1
27,6,0,2,0,0,0,1,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,1,0,0,1,1,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,2,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0
15,1,1,0,0,1,0,7,2,0,2,3,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,0,2,0,0,2,1,0,3,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
21,3,3,1,0,0,0,1,0,0,0,1,1,1
3,0,0,0,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1,1,0,0,0,0,0,0,0,0,1,1
12,5,1,0,0,0,0,2,0,0,0,1,0,1
22,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,1,0,0,0,2,0,0,0,0,1,1
4,0,0,0,0,0,0,2,0,0,0,0,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,0,0,0,0,0,1,0,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,1
8,0,1,0,0,0,0,2,0,1,0,1,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1,0,3,0,0,0,7,2,0,0,1,0,1
9,0,0,4,0,0,0,1,0,0,0,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,3,0,0,0,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,1,0,2,0,4,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,3,0,0,0,0,0,0,0,0,3,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,1,1,0,0,0,1,0,0,0,0,0,1
11,0,0,4,0,0,0,2,0,0,0,1,0,1
4,2,1,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,1,0,0,0,1,0,1
2,0,0,0,0,0,0,0,0,0,2,0,0,1
25,4,2,9,0,1,0,0,0,0,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,0,0,0,0,1,4,0,0,0,0,0,1
6,0,0,0,0,0,0,3,0,0,1,0,0,1
3,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,2,0,0,0,0,0,0,0,0,0,1
8,1,0,0,4,0,0,4,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,3,2,0,10,0,0,5,3,0,1
14,0,1,0,0,0,0,1,0,0,0,0,1,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,2,0,0,0,0,1,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,2,1,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
19,6,1,5,0,0,0,1,0,0,0,0,5,1
13,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,1,1,0,0,0,0,1
13,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1,0,0,0,0,4,0,0,0,0,0,1
5,0,0,0,1,0,0,2,1,0,1,0,0,1
3,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,1,4,0,1,0,4,0,0,3,1,0,1
33,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,1,0,1,0,0,4,0,0,2,2,0,0
21,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,1,0,0,0,5,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0,0,0,0,2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,4,1,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
6,1,0,2,0,0,0,5,0,0,0,0,0,1
56,6,1,5,0,0,0,1,0,0,0,0,4,1
8,0,1,0,0,0,0,1,0,0,0,1,0,0
5,0,0,0,0,0,0,1,1,0,0,1,0,1
4,1,0,0,0,0,0,1,0,0,0,0,0,1
18,0,0,0,0,0,0,3,2,0,2,0,0,1
19,2,0,4,0,0,0,3,0,0,0,0,0,1
55,1,2,2,1,2,0,1,1,0,7,0,1,1
49,0,0,7,0,0,0,4,0,0,0,0,0,1
4,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0
9,0,0,3,0,0,0,2,0,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,0,0,0,2,0,1,0,0,0,1,0,1
11,0,0,2,0,1,0,4,0,0,1,1,0,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,2,0,0,0,2,0,0
3,1,0,2,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,0,3,0,0,0,3,0,0,0,1,0,1
14,2,0,2,0,0,0,0,0,0,0,0,0,0
15,3,0,0,0,0,0,4,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,3,0,0,0,2,0,0,0,0,0,1
17,1,0,0,0,0,0,1,0,0,0,1,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,1,0,0,0,0,0,0,0,0,0,1
28,2,0,2,0,0,0,0,0,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,3,0,0,0,2,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1,2,3,0,2,0,2,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,6,0,0,4,2,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0
17,0,0,2,0,0,0,5,0,0,0,2,0,1
4,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,2,0,0,0,2,0,0,0,2,0,1
13,3,3,1,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4,2,3,0,0,0,3,0,0,0,2,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,0,1,0,0,0,1,0,0,0,1,0,1
17,0,0,2,0,0,0,2,0,0,1,0,2,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1
30,1,0,1,0,0,0,1,0,0,0,0,0,1
22,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,2,0,0,0,1,2,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,0,0,0,0,0,1,0,2,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
16,2,1,0,0,1,0,0,0,0,0,0,0,1
8,1,0,0,0,0,0,1,0,0,0,0,0,1
13,0,0,0,0,0,2,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,1,0,6,0,0,1,1,0,1
79,10,5,8,0,0,0,8,0,4,1,4,0,1
8,0,0,2,0,0,0,4,0,0,0,1,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,2,0,0,0,0,0,1
3,1,0,2,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,2,0,0,0,1,0,0,0,0,0,1
8,0,0,2,0,0,0,0,0,0,0,0,0,0
8,2,4,0,0,0,0,0,0,0,0,0,0,1
10,1,0,2,0,3,0,1,0,0,1,0,0,1
89,2,3,3,0,0,0,9,0,1,0,1,0,1
4,1,0,1,0,0,0,1,0,0,0,0,1,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,1,0,0,0,1,0,0,0,0,1,0,0
12,1,0,1,0,0,0,1,0,0,0,1,0,1
12,0,0,0,0,0,0,2,0,0,0,1,0,1
4,1,0,1,0,0,0,3,0,0,0,0,2,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,1,0,0,0,0,0,0,0,0,0,0,0
20,2,0,1,0,0,0,4,0,0,0,2,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,8,3,2,0,0,3,0,0,1,2,1,1
5,0,0,1,0,0,0,1,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,3,1,0,0,0,2,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,1,0,0,0,5,0,0,0,1,2,1
6,1,0,3,0,0,0,1,0,0,0,0,1,1
8,0,0,0,2,0,0,2,0,0,0,1,0,1
13,0,1,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,2,1,0,0,0,1,0,0,0,2,1,1
2,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,2,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,1,1,0,0,0,0,1,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,1
31,0,1,2,0,0,0,2,0,0,0,2,2,1
11,1,0,1,0,2,0,1,0,0,0,1,2,1
16,0,1,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,0,0,1,0,0,0,0,0,1
12,0,2,1,0,0,0,2,0,3,0,1,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1,2,0,1,0,4,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,0,1,0,0,1,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,0,0,1
20,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,1,0,0,0,1,2,0,0,0,2,1
3,0,1,0,0,0,0,0,0,0,0,0,0,0
18,1,0,0,0,0,0,1,3,1,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,1
24,0,1,0,0,0,1,0,0,0,0,0,1,0
18,2,1,8,0,0,0,1,0,0,2,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,0,1,0,0,0,0,0,0,0,0,0,0
17,3,1,1,0,0,0,2,0,0,1,0,1,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0
16,0,2,3,0,0,0,1,1,0,0,1,0,1
36,0,3,1,0,0,1,0,0,0,0,1,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1
22,5,1,2,0,0,0,1,0,0,0,0,1,1
29,1,2,1,0,1,0,0,0,0,0,0,1,0
33,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,1,0,1
5,0,0,0,0,0,0,1,0,0,0,0,0,0
28,0,2,5,0,0,0,5,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,1,0
12,0,0,3,0,0,0,3,0,0,1,0,1,1
5,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,1,0,0,0,1,0,0
7,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,0,1,0,0,0,0,0,1
28,0,1,1,0,0,0,0,0,0,0,0,0,1
12,2,1,0,0,0,0,2,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,1,0,0,0,0,0,0,0,1
37,4,0,0,2,0,0,3,1,0,9,2,3,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0
30,0,1,1,0,0,3,0,0,0,0,2,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,2,0,0,0,4,0,0,0,3,1,1
44,0,0,0,0,1,0,1,0,0,3,1,0,0
12,1,0,1,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,2,0,0,0,0,0,1
6,0,0,0,0,0,0,1,0,0,0,1,0,1
14,0,0,0,0,0,0,2,0,0,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
12,0,0,0,0,0,0,0,0,0,0,0,1,1
11,0,0,0,0,0,0,1,0,0,0,1,0,1
17,0,0,3,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,5,0,0,0,0,0,0,1,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,1
19,3,1,3,0,2,0,4,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,1
10,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,1,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
13,0,0,3,0,0,0,1,0,0,1,0,0,1
13,0,1,0,0,0,0,0,0,0,0,0,0,0
25,0,0,1,0,0,0,7,0,0,1,1,2,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,0,0,0,0,0,0,0,2,0,0,1,1
2,0,0,0,0,0,0,1,0,0,0,0,0,1
42,2,0,5,0,3,0,2,0,0,2,0,2,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,2,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,1,0,0,0,1,0,1
4,0,1,0,0,0,0,0,0,0,0,0,0,0
20,2,0,0,1,0,0,2,0,0,0,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,1,1,0,0,0,1,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,0,0,1,0,0,0,0,0,0
4,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,0,5,0,0,0,7,2,0,0,4,2,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,2,0,0,0,0,0,0,0
25,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0
6,1,0,1,0,1,0,0,0,0,2,0,1,1
22,4,1,1,0,0,0,0,0,0,0,0,0,1
19,0,1,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,1,0,0,0,2,0,0,0,1,0,1
6,1,1,0,0,0,0,2,2,0,3,0,0,1
8,3,0,1,0,0,0,0,0,0,2,0,0,1
20,0,0,0,0,0,0,1,0,1,0,0,0,0
16,1,0,0,4,0,0,0,0,0,1,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0
31,1,1,0,1,0,0,0,0,0,0,2,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0,1,0,0,3,0,0,0,0,0,1
15,2,1,0,0,2,0,2,0,0,1,1,0,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,8,1,0,0,3,0,0,2,0,1,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,0,1,0,1
11,1,0,0,0,0,0,0,0,0,0,0,0,1
16,0,0,1,0,0,0,1,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,1,1,0,0,0,1,0,0,0,0,1,1
1,2,0,0,1,0,0,2,0,0,0,3,0,1
36,0,0,0,0,0,0,0,0,1,0,0,0,0
41,2,1,0,0,0,0,1,0,0,0,1,1,0
7,1,1,4,0,1,0,1,0,0,1,0,0,1
7,0,0,0,0,0,0,3,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,0,2,0,0,0,1,0,0,0,1,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,2,0,0,0,1,1,1
9,1,1,1,0,0,0,5,0,0,0,1,0,1
13,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,0,0,2,0,0,0,0,1,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,1,0,0,0,4,1,0,1,2,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,2,9,1,0,0,4,0,0,0,3,3,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,0,1,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,2,0,0,0,1,0,1
13,0,0,3,0,0,0,1,0,0,0,0,0,1
28,1,0,0,0,1,0,9,0,2,1,0,0,1
21,0,0,2,0,0,0,2,0,0,0,1,0,1
11,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,0,1,0,0,0,1,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,4,0,0,0,1,0,0,0,0,1,1
15,1,0,0,0,2,0,7,0,0,0,3,0,1
19,2,0,2,0,1,0,3,0,0,1,0,1,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,5,0,0,0,1,0,0,0,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,2,0,2,0,0,0,0,3,1,1
12,0,0,1,0,0,0,1,0,0,0,0,0,1
23,3,2,1,0,0,0,5,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,1,0,0,0,0,0,1
26,2,0,0,0,0,0,5,0,0,0,1,0,1
17,0,0,2,0,4,0,1,0,0,0,0,0,1
8,1,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,1,0,0,0,2,0,0,0,0,0,1
10,0,0,1,0,0,0,3,0,0,1,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,3,0,0,0,0,0,1
21,1,0,1,0,0,0,1,0,0,2,0,0,1
6,1,0,2,2,0,0,3,0,0,0,0,2,1
5,0,0,0,0,0,0,0,0,0,0,4,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,0,1,0,0,0,1,1
19,5,2,3,0,0,0,3,0,0,0,0,1,1
13,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,1,1,0,0,0,2,0,0,2,0,0,1
4,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,0,0,1,0,1,0,0,3,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,1,0,0,0,1,0,0,0,0,0,1
20,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
