suspected_spell_err,num_first_person_use,num_third_person_use,mention_of_emotion,mention_of_substance,mention_of_manic,mention_of_crime,mention_of_selfharm,mention_of_hospitalization,mention_of_societal,mention_of_therapy,mention_of_violence,mention_of_isolation,label
4,0,0,2,0,1,0,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0
5,0,1,1,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0,0,0,1
13,1,1,0,0,0,0,3,1,0,4,0,0,1
10,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,3,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,3,3,0,0,0,3,0,0,1,1,0,1
17,1,0,0,0,0,0,9,0,0,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1
13,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,0,2,1,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1,0,0,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,1,0,1
7,0,0,0,0,0,0,1,0,0,0,0,1,1
9,0,1,0,0,0,0,1,0,0,0,1,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,0,0,0,0,0,0,1,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,1,0,0,0,0,0,0,0,0,0,1
16,0,2,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1,0,0,0,0,0,1
17,4,2,3,0,0,0,3,0,1,0,1,2,1
13,1,0,1,0,0,0,1,0,0,0,1,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,1,0,2,1,0,1
10,1,1,1,0,0,0,0,0,0,0,0,0,0
8,0,3,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,0,1,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,2,0,0,0,0,0,0,3,0,0,1
3,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0,0,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,3,0,0,0,2,0,1
7,0,1,0,0,0,0,4,0,0,0,1,0,1
6,0,2,0,0,0,0,3,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0
22,1,0,1,0,0,0,1,0,0,0,1,1,1
6,0,0,0,0,0,0,3,0,0,0,2,0,1
2,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,3,1,0,1,0,0,1
5,1,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,1,0,0,0,3,1,0,1,0,0,1
38,7,7,2,0,0,0,3,0,0,0,0,1,1
4,0,0,0,0,0,0,0,2,0,0,0,0,1
0,1,0,0,0,0,0,1,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,2,0,0,0,0,0,0,0,0,0,0
19,1,1,2,1,1,0,5,0,0,1,1,0,1
5,0,1,2,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,1,0,0,0,1,0,0,0,1,1,1
17,0,1,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,1,1,0,0,1,0,0,0,0,1,0,0
50,0,2,0,1,0,0,0,0,1,2,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,2,0,0,0,1,0,1
37,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,1,0,0,1,0,1,0,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0
24,0,1,3,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,2,0,0,0,0,0,1
5,0,0,0,2,0,0,6,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4,0,3,0,0,0,2,0,0,1,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,3,0,0,4,0,0,1
5,1,0,1,0,0,0,0,0,0,0,0,0,0
5,1,0,4,0,0,0,1,0,0,0,1,0,1
32,3,2,4,0,0,0,4,0,0,0,0,2,1
21,1,0,1,1,0,0,0,0,0,3,0,0,1
28,2,2,5,0,0,0,5,0,1,2,1,2,1
31,4,0,0,1,1,0,5,0,0,1,4,0,1
3,0,0,0,0,0,0,1,0,0,0,1,0,1
5,0,0,0,0,0,0,2,0,0,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
17,0,0,1,2,0,0,0,0,0,1,0,1,1
17,1,1,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,1,0,0,1,0,1,0,0,0,1,0,0
69,4,4,3,0,1,0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,0,0,0,0,0,0,0,0,0,1
15,0,2,0,0,0,0,0,0,0,0,1,0,0
4,0,0,0,0,0,0,1,0,0,0,0,0,1
7,1,1,0,2,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,0,0,1,1,1
3,0,0,0,0,1,0,0,0,0,0,0,0,0
14,0,0,0,0,0,1,0,0,0,0,0,0,0
4,1,0,0,0,0,0,1,0,0,0,0,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0
23,1,3,3,0,0,0,4,0,0,5,3,0,1
17,0,0,1,0,2,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,2,2,0,1,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,0,1,0,1
5,1,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,1,1,1,0,1,0,0,0,1,0,1
26,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,1,0,1,0,0,0,0,0,0,0,1
15,3,1,1,0,0,0,1,0,0,0,1,0,1
4,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1,0,0,0,0,0,1
6,2,0,0,0,0,0,1,0,0,0,1,0,1
19,1,2,3,0,1,0,0,0,0,0,0,0,0
45,0,1,2,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,1,2,0,0,0,0,1,0,0,1,0,1,1
34,0,0,0,1,0,0,0,0,0,0,1,1,1
8,0,1,2,0,0,0,1,0,0,0,1,0,1
18,1,0,1,0,0,0,0,0,0,0,0,0,1
20,2,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,1
5,1,0,1,1,0,0,1,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,1,0,0,0,4,0,0,3,0,1,1
14,0,0,1,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,1,0,0,0,0,0,0
10,2,1,0,0,1,0,2,0,0,0,0,0,1
3,0,0,0,0,0,0,1,0,1,0,1,0,1
13,1,0,3,0,0,1,0,0,0,1,1,0,1
44,2,0,3,1,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,1,0,0,0,1,0,0,0,0,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,2,0,2,0,3,0,0,0,1,0,1
22,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,2,0,0,0,1,0,1
7,1,0,0,1,0,0,0,0,0,0,0,0,0
14,0,0,1,1,0,0,1,1,0,1,2,1,1
14,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
77,2,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0
11,2,0,0,0,0,0,1,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,0,0,0,0,0,1,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1,0,0,0,0,0,0
14,0,0,0,0,1,0,4,4,0,1,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,1,0,0,0,0,1,11,0,3,1,0,1
35,1,5,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,4,0,5,0,0,0,3,0,1,2,0,2,1
4,1,0,1,0,2,0,0,0,0,0,0,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,3,2,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,5,0,0,0,0,0,1
3,1,0,2,0,0,0,2,0,0,0,2,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,1,0,0,0,1,0,0,0,0,1,1
19,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,1,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,0,2,0,0,1,2,0,2,0,1,0,1
46,0,0,4,0,0,1,4,0,0,0,6,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,3,0,2,0,0,0,0,0,0,0,2,0,1
81,1,1,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,1,1,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,2,0,0,0,1,0,1
4,0,0,0,0,0,0,0,0,1,2,0,0,1
20,0,0,2,0,1,0,4,0,0,0,0,2,1
10,0,0,0,0,2,0,2,0,1,0,0,0,1
4,1,0,3,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,2,0,0,0,0,0,0,0,1
27,1,0,0,0,0,0,2,0,0,1,0,0,1
4,0,0,2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,0,0,0,0,1,0,0,0,0,0,1
8,0,0,2,0,0,0,1,0,0,0,1,1,1
11,0,0,1,0,0,0,0,0,0,0,0,1,1
24,1,1,4,0,0,1,4,0,1,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
89,8,9,4,0,0,0,4,0,0,0,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,3,0,0,0,0,0,1
5,0,0,0,0,0,0,1,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,0,0,0,0,0,2,0,0,0,2,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,0,0,0,0,2,0,0,0,0,0,0
6,0,0,2,1,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,2,0,0,0,2,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,2,0,0,0,1,0,0,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,0,0,0,0,2,0,0,0,0,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,8,0,3,1,0,1,6,5,3,11,5,4,1
89,3,0,8,5,3,0,4,0,0,2,4,3,1
4,0,0,0,0,0,0,1,0,0,0,1,0,1
12,0,1,0,0,1,0,2,0,1,0,0,0,1
25,1,0,3,0,0,0,0,0,0,0,0,1,1
12,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,0,0,0,1,0,0,0,0,0,0,1
29,1,0,1,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,0,2,0,1,1,1,1,0,1,5,2,1
6,0,0,0,0,0,0,0,1,0,1,1,0,1
17,0,0,0,0,1,0,0,0,0,3,0,0,1
24,1,0,2,0,0,0,4,0,0,0,5,0,0
8,0,0,5,0,0,0,3,0,0,0,3,4,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,0,1,0,0,0,1,0,0,0,0,1,1
3,0,0,0,0,0,0,2,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,0,0,1,0,1
3,0,0,0,0,0,0,2,0,0,0,1,0,1
8,1,0,3,1,0,0,0,0,0,0,0,2,1
16,0,0,0,0,0,0,2,0,0,0,0,2,1
29,0,0,0,0,0,1,0,0,0,0,1,0,0
11,0,0,0,0,0,0,0,0,2,0,0,0,0
11,0,0,0,0,3,0,0,0,0,1,0,0,1
12,0,0,0,0,0,0,0,0,1,0,0,0,0
4,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,1,0,0,0,0,0,0,0,0,0,0
18,3,0,1,0,0,0,2,0,0,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,2,0,0,0,1,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,1,0,0,0,0,0,0,2,1,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0
59,8,7,5,1,0,0,0,0,0,0,0,2,0
2,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,2,4,0,0,0,3,0,0,0,2,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,3,0,2,0,2,0,0,2,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
20,3,1,0,0,5,0,0,1,0,3,0,0,1
28,2,2,4,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,2,0,0,0,1,0,1
6,0,0,1,0,0,0,4,0,0,0,3,0,1
7,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,2,0,0,0,0,2,0,0,0,0,0,1
13,0,0,0,0,0,0,0,0,0,0,1,0,1
10,0,0,1,0,0,0,1,0,0,0,0,1,1
1,1,0,0,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,1,2,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,2,3,0,0,0,2,0,0,0,1,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,6,2,1,0,0,0,3,0,0,6,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,2,2,0,0,1,3,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,0,1,0,0,0,0,0,0,0,0,0,0
50,0,4,1,0,0,0,2,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,4,1,0,0,3,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,1,0,1
2,0,0,0,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,0,0,2,0,0,0,2,2,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,4,0,0,2,2,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,0,3,0,0,0,0,0,2,27,0,1,1
7,0,1,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,2,0,0,0,0,0,0,0,1
13,0,0,1,0,0,0,0,1,0,0,0,0,0
30,1,1,1,0,0,0,0,0,0,0,0,0,1
24,1,0,0,0,0,2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1,0,0,0,0,3,0,0,0,1,0,1
15,2,2,1,2,0,0,0,0,0,0,0,0,1
11,0,0,0,1,0,0,0,0,2,0,0,0,0
27,2,0,1,0,0,0,1,0,0,2,2,1,1
17,1,0,1,0,0,0,0,0,0,0,0,0,1
33,0,1,1,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,1,2,3,0,0,2,0,0,1,1,0,1
42,1,0,1,0,0,0,1,1,0,2,0,2,1
8,0,0,0,0,0,0,2,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,5,0,1,0,2,0,0,0,1,2,1
10,0,0,2,0,0,0,1,0,0,0,0,1,1
2,0,0,0,1,0,0,0,0,0,0,0,0,1
23,1,0,0,0,0,0,2,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,0,0,6,0,0,0,8,0,0,3,7,0,1
14,0,0,2,2,2,0,0,0,0,1,1,0,1
3,0,0,0,0,0,0,0,0,0,2,1,1,1
20,0,0,1,0,0,0,1,0,0,0,0,3,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,3,0,0,0,1,0,1
4,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,1,0,0,0,0,3,1,0,5,0,0,1
36,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0,0,1,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,5,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,0,0,0,0,1,1,0,1,1,0,1
14,4,3,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,0,0,0,1
20,4,1,2,0,0,0,0,0,0,0,0,1,1
4,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,1,1,1,0,0,7,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,0,0,0,0,0,1,0,0,0,0,0,1
7,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,3,0,1,0,1,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,2,0,0,1
4,1,0,1,0,0,0,1,0,0,0,1,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,1
10,0,1,0,0,0,0,0,0,0,0,0,0,1
12,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,0,0,0,0,0,0,1,0,0,1
18,1,0,2,0,0,0,3,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,2,0,0,0,2,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0,0,0,0,0,1
33,3,2,3,0,2,0,5,0,0,1,6,0,1
12,0,0,1,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,4,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,3,0,3,2,0,1,0,3,1
17,1,0,0,0,0,0,2,0,0,0,3,0,1
5,0,0,1,0,0,0,2,0,1,0,0,1,1
8,1,0,3,0,0,0,1,0,0,0,0,1,1
29,1,0,1,1,1,0,3,1,0,1,0,1,1
0,1,2,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,0,1,0,0,0,3,0,0,0,0,0,1
42,3,0,6,0,6,0,0,0,1,1,2,1,1
3,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,1,0,0,0,0,0,1
4,1,1,1,0,0,0,2,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1,1,3,1,1,0,3,0,2,0,0,1,1
2,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1
